,barrio,price_usd_per_m2,surface_total_clean,rooms_clean,precios_nuevos,precios_aprox_usd_clean,amenities,estacionamiento,sum,pileta,parrilla,gimnasio,lavadero,solarium,quincho,baulera,terraza,expenses,floor_clean
27467,Once,2424.242424242424,33.0,1.0,80000.0,80000.0,True,False,True,True,False,False,False,False,False,False,False,,100.0
27496,Floresta,1637.9310344827584,58.0,2.0,95000.0,95000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
27497,Villa Luro,,,7.0,350000.0,350000.0,True,False,False,False,True,False,False,False,True,False,True,,100.0
27498,Floresta,,,3.0,220000.0,220000.0,True,False,False,False,True,False,False,False,True,False,True,,100.0
27513,Villa Crespo,2177.777777777778,45.0,1.0,98000.0,98000.0,True,False,False,False,True,False,False,False,False,False,False,,100.0
27533,Palermo,6072.106261859582,527.0,,3200000.0,3200000.0,True,True,False,True,True,True,True,False,False,False,True,,100.0
27534,Palermo,4722.222222222223,54.0,2.0,255000.0,255000.0,True,True,False,True,True,True,True,False,True,True,False,,100.0
27536,Recoleta,3200.0,40.0,1.0,128000.0,128000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27538,Palermo,3419.540229885057,87.0,4.0,297500.0,297500.0,True,True,False,False,False,False,True,False,False,True,False,,100.0
27539,Palermo,2873.563218390805,87.0,4.0,250000.0,250000.0,True,True,True,False,False,True,False,False,False,False,True,,100.0
27540,Palermo,2400.0,52.0,3.0,124800.0,124800.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
27541,Almagro,3214.285714285714,42.0,2.0,135000.0,135000.0,False,True,False,False,False,False,False,False,False,False,False,,100.0
27542,Caballito,2816.455696202532,158.0,5.0,445000.0,445000.0,True,True,False,True,True,False,False,True,False,True,False,,100.0
27543,Palermo,5000.0,21.0,1.0,105000.0,105000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27544,Nunez,2941.1764705882347,51.0,2.0,150000.0,150000.0,True,True,False,True,True,False,True,True,False,True,True,,100.0
27545,Villa Lugano,880.0,200.0,5.0,176000.0,176000.0,True,False,False,False,False,False,False,False,True,False,True,,100.0
27546,Monserrat,1424.0,125.0,4.0,178000.0,178000.0,True,False,False,False,True,False,True,False,False,False,True,,100.0
27547,Villa Lugano,722.2222222222223,90.0,3.0,65000.0,65000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
27553,Palermo,2545.454545454545,66.0,3.0,168000.0,168000.0,True,False,False,False,False,False,True,False,False,False,False,,100.0
27554,Colegiales,2145.0,200.0,5.0,429000.0,429000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
27555,Floresta,1340.909090909091,88.0,4.0,118000.0,118000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27559,Recoleta,3384.615384615385,130.0,5.0,440000.0,440000.0,True,True,False,False,False,False,False,False,False,True,False,,100.0
27564,Caballito,1985.2941176470588,68.0,2.0,135000.0,135000.0,True,False,False,False,False,False,True,False,False,True,True,,100.0
27572,Flores,1000.0,260.0,4.0,260000.0,260000.0,True,True,False,False,True,False,False,False,False,False,False,,100.0
27578,Barrio Norte,2892.561983471074,121.0,5.0,350000.0,350000.0,True,True,False,False,False,False,True,False,False,True,False,,100.0
27582,Puerto Madero,4863.636363636364,110.0,3.0,535000.0,535000.0,True,True,True,True,False,True,True,True,False,False,True,,100.0
27585,Recoleta,4131.736526946108,167.0,5.0,690000.0,690000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27586,Puerto Madero,5645.1612903225805,186.0,3.0,1050000.0,1050000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27587,Puerto Madero,5345.911949685536,159.0,3.0,850000.0,850000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27589,Versalles,1987.179487179487,156.0,6.0,310000.0,310000.0,True,False,False,False,True,False,True,False,False,True,True,,100.0
27592,Puerto Madero,5851.063829787234,188.0,3.0,1100000.0,1100000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27593,Puerto Madero,6510.416666666668,192.0,3.0,1250000.0,1250000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27594,Puerto Madero,5851.063829787234,188.0,3.0,1100000.0,1100000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27595,Belgrano,,300.0,,,,False,False,False,False,False,False,False,False,False,False,False,,100.0
27596,Palermo,5663.716814159292,113.0,4.0,640000.0,640000.0,True,True,True,True,False,True,False,False,False,False,False,,100.0
27597,Puerto Madero,5104.166666666667,192.0,3.0,980000.0,980000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27598,Palermo,,236.0,5.0,45000.0,45000.0,False,True,False,True,False,False,False,False,False,False,False,,100.0
27599,Puerto Madero,5851.063829787234,188.0,3.0,1100000.0,1100000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27600,Puerto Madero,6010.63829787234,188.0,3.0,1130000.0,1130000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27601,Puerto Madero,8761.329305135952,331.0,4.0,2900000.0,2900000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27602,Puerto Madero,7009.345794392523,214.0,4.0,1500000.0,1500000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27604,Puerto Madero,7476.6355140186915,214.0,4.0,1600000.0,1600000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27605,Puerto Madero,6542.056074766355,214.0,3.0,1400000.0,1400000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27606,Puerto Madero,5424.528301886792,212.0,3.0,1150000.0,1150000.0,False,True,False,False,False,False,True,False,False,False,False,,100.0
27607,Palermo,2864.406779661017,59.0,2.0,169000.0,169000.0,True,False,True,True,False,False,False,True,False,False,False,,100.0
27609,Palermo,2864.406779661017,59.0,2.0,169000.0,169000.0,True,False,True,True,False,False,False,True,False,False,False,,100.0
27613,Caballito,2857.142857142857,28.0,1.0,80000.0,80000.0,True,False,False,False,False,False,False,False,False,True,False,,100.0
27615,Flores,2785.714285714286,280.0,5.0,780000.0,780000.0,True,True,True,True,True,False,True,False,False,True,False,,100.0
27619,,406.25,3200.0,,1300000.0,1300000.0,True,False,False,True,False,False,True,False,False,False,False,,100.0
27629,,1304.3478260869565,253.0,,330000.0,330000.0,True,False,False,True,True,False,True,False,True,False,True,,100.0
27630,,1509.090909090909,275.0,,415000.0,415000.0,True,True,False,True,True,False,False,False,False,False,False,,100.0
27634,,,,,272000.0,272000.0,True,False,True,True,True,False,True,False,False,False,True,,1.0
27637,,621.5722120658136,547.0,,340000.0,340000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27642,Puerto Madero,6000.0,65.0,2.0,390000.0,390000.0,True,True,False,True,False,False,False,True,False,False,False,,6.0
27660,Recoleta,,,4.0,350000.0,350000.0,True,False,False,False,False,False,True,False,False,False,False,,100.0
27675,Boedo,1107.142857142857,140.0,3.0,155000.0,155000.0,True,False,False,False,True,False,True,False,False,False,True,700.0,100.0
27676,Floresta,1460.0,50.0,2.0,73000.0,73000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
27689,Floresta,,,2.0,62000.0,62000.0,True,False,False,False,False,False,True,False,False,False,False,1500.0,100.0
27728,Nunez,3380.0,50.0,2.0,169000.0,169000.0,True,False,True,True,True,False,True,False,False,False,False,,100.0
27729,Mataderos,1062.5,80.0,2.0,85000.0,85000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
27741,Recoleta,3488.372093023256,43.0,2.0,150000.0,150000.0,True,True,True,True,False,False,True,False,False,False,False,,100.0
27743,Caballito,1462.962962962963,81.0,1.0,118500.0,118500.0,True,True,True,False,True,False,False,True,False,False,True,,100.0
27745,Retiro,1865.1685393258424,89.0,3.0,166000.0,166000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27746,Palermo,4090.163934426229,244.0,4.0,998000.0,998000.0,True,True,False,False,False,False,True,False,False,True,False,,100.0
27750,Parque Centenario,2848.101265822785,158.0,5.0,450000.0,450000.0,True,True,False,True,True,False,False,True,False,True,False,,100.0
27758,Barrio Norte,3285.714285714286,35.0,1.0,115000.0,115000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27759,Floresta,1285.7142857142858,70.0,3.0,90000.0,90000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
27760,Balvanera,1634.1463414634145,41.0,2.0,67000.0,67000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27762,Palermo,2540.983606557377,61.0,3.0,155000.0,155000.0,True,False,False,False,False,False,False,False,False,True,True,,100.0
27763,Flores,1425.5319148936169,47.0,1.0,67000.0,67000.0,True,False,False,False,True,False,False,False,False,False,True,,100.0
27764,Recoleta,2397.959183673469,98.0,4.0,235000.0,235000.0,True,False,False,False,False,False,True,False,False,True,False,,100.0
27766,Almagro,1459.4594594594596,185.0,4.0,270000.0,270000.0,True,False,False,False,True,False,True,False,False,False,True,,100.0
27767,Caballito,2525.7731958762893,97.0,4.0,245000.0,245000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27768,Villa Urquiza,2457.627118644068,59.0,2.0,145000.0,145000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27770,Palermo,3378.3783783783783,74.0,3.0,250000.0,250000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27775,Caballito,2745.098039215686,102.0,3.0,280000.0,280000.0,True,True,False,False,False,False,False,False,False,True,False,,100.0
27776,Monte Castro,2246.153846153846,65.0,3.0,146000.0,146000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
27778,Palermo,3062.5,32.0,1.0,98000.0,98000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27779,Belgrano,3916.666666666666,12.0,,47000.0,47000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27780,Caballito,2400.0,100.0,4.0,240000.0,240000.0,True,False,False,False,False,False,True,False,False,False,False,,100.0
27781,Belgrano,1656.0509554140128,314.0,7.0,520000.0,520000.0,True,True,False,False,False,False,True,False,False,True,True,,100.0
27782,Palermo,3062.5,32.0,1.0,98000.0,98000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27783,Caballito,2270.6422018348626,218.0,5.0,495000.0,495000.0,False,True,False,False,False,False,False,False,False,False,False,,100.0
27786,Villa Ortuzar,2549.019607843137,51.0,2.0,130000.0,130000.0,True,False,True,False,False,False,False,False,False,False,False,,100.0
27788,San Nicolas,2189.189189189189,37.0,1.0,81000.0,81000.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27789,Villa Urquiza,2216.2162162162163,37.0,1.0,82000.0,82000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27790,San Nicolas,2224.324324324324,37.0,1.0,82300.0,82300.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27791,San Nicolas,2223.076923076923,39.0,1.0,86700.0,86700.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27792,Congreso,2300.0,25.0,1.0,57500.0,57500.0,True,False,False,False,False,False,False,False,False,True,True,,100.0
27794,San Nicolas,1350.0,39.0,1.0,52650.0,52650.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27795,Flores,2506.6666666666665,75.0,3.0,188000.0,188000.0,True,True,False,False,False,False,False,False,False,True,False,,100.0
27796,San Nicolas,2390.5405405405404,37.0,1.0,88450.0,88450.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27797,San Nicolas,2285.0,39.0,1.0,89115.0,89115.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27798,San Nicolas,2310.0,39.0,1.0,90090.0,90090.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27800,San Nicolas,1386.0,39.0,1.0,54054.0,54054.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27801,Boca,,62.0,2.0,,,False,False,False,False,False,False,False,False,False,False,False,,100.0
27802,Recoleta,1500.0,100.0,3.0,150000.0,150000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27803,San Nicolas,2038.344827586207,58.0,2.0,118224.0,118224.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
27804,Belgrano,2626.315789473684,95.0,3.0,249500.0,249500.0,True,False,False,True,True,False,False,False,False,False,True,,100.0
27806,Nunez,4670.32967032967,91.0,3.0,425000.0,425000.0,True,True,True,True,False,True,True,False,False,True,True,,100.0
27807,Monserrat,1650.0,100.0,4.0,165000.0,165000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
27811,Balvanera,1608.0459770114942,87.0,4.0,139900.0,139900.0,True,False,False,False,False,False,True,False,False,False,False,,100.0
27815,Puerto Madero,,60.0,2.0,,,True,True,False,True,False,True,False,True,False,False,False,,100.0
27818,Flores,2333.333333333333,270.0,5.0,630000.0,630000.0,False,True,True,False,False,False,False,False,False,False,False,,100.0
27819,San Telmo,3418.6046511627906,43.0,2.0,147000.0,147000.0,True,True,True,True,False,True,False,False,False,False,False,,100.0
27820,San Telmo,4069.767441860465,43.0,2.0,175000.0,175000.0,True,True,True,True,False,True,False,False,False,False,False,,100.0
27826,Barrio Norte,2346.938775510204,294.0,8.0,690000.0,690000.0,True,True,False,False,False,False,False,False,False,False,True,,100.0
27832,,848.6082824168362,1473.0,,1250000.0,1250000.0,True,True,False,True,True,False,True,False,True,False,True,,100.0
27833,,3000.0,60.0,,180000.0,180000.0,True,False,False,False,False,False,True,False,False,False,False,,14.0
27869,Belgrano,3635.135135135135,74.0,3.0,269000.0,269000.0,True,True,False,True,True,True,True,True,False,False,False,6500.0,100.0
27878,Palermo,4576.923076923077,52.0,2.0,238000.0,238000.0,True,True,True,True,True,True,True,False,False,False,False,3025.0,100.0
27891,Barracas,1700.0,100.0,4.0,170000.0,170000.0,True,False,False,False,True,False,False,False,False,False,True,,100.0
27900,Centro / Microcentro,1500.0,110.0,5.0,165000.0,165000.0,False,False,False,False,False,False,False,False,False,False,False,4000.0,1.0
27901,Palermo,2201.834862385321,109.0,3.0,240000.0,240000.0,True,False,False,False,False,False,True,False,False,True,True,2886.0,1.0
27902,Balvanera,1941.1764705882356,34.0,2.0,66000.0,66000.0,True,False,False,False,False,False,True,False,False,False,False,1600.0,8.0
27903,Balvanera,1593.0232558139537,86.0,3.0,137000.0,137000.0,True,False,False,False,False,False,True,False,False,False,False,3200.0,1.0
27908,Palermo,2550.810810810811,74.0,1.0,188760.0,188760.0,True,True,False,False,True,False,False,False,False,False,True,,1.0
27909,Palermo,3054.7297297297296,74.0,2.0,226050.0,226050.0,True,True,False,False,True,False,False,False,False,False,True,,2.0
27910,Palermo,3190.0,74.0,2.0,236060.0,236060.0,True,True,False,False,True,False,False,False,False,False,True,,4.0
27911,Palermo,2262.5,88.0,1.0,199100.0,199100.0,True,True,False,False,True,False,False,False,False,False,True,,6.0
27917,Flores,1858.9743589743591,78.0,4.0,145000.0,145000.0,False,False,False,False,False,False,False,False,False,False,False,2000.0,4.0
27918,Palermo,2400.0,35.0,2.0,84000.0,84000.0,False,False,False,False,False,False,False,False,False,False,False,1600.0,2.0
27919,Barrio Norte,2702.127659574468,47.0,2.0,127000.0,127000.0,False,False,False,False,False,False,False,False,False,False,False,1800.0,4.0
27920,Caballito,940.5940594059406,303.0,6.0,285000.0,285000.0,True,False,False,False,False,False,True,False,False,False,True,,1.0
27921,Caballito,2636.3636363636365,33.0,2.0,87000.0,87000.0,True,False,False,True,True,False,False,True,False,False,True,1420.0,8.0
27922,San Cristobal,2384.615384615385,260.0,12.0,620000.0,620000.0,True,True,False,False,False,False,True,False,False,False,True,,100.0
27923,Palermo,2708.333333333333,96.0,3.0,260000.0,260000.0,True,False,False,False,False,False,True,False,False,False,False,,6.0
27925,Palermo,2278.688524590164,61.0,2.0,139000.0,139000.0,True,False,False,False,True,False,False,False,False,False,True,,1.0
27926,San Cristobal,1794.8717948717951,117.0,4.0,210000.0,210000.0,True,False,False,False,False,False,True,False,False,False,False,2800.0,3.0
27937,Belgrano,,75.0,3.0,234000.0,234000.0,True,False,True,False,False,False,True,False,False,False,True,,100.0
27944,Belgrano,,,4.0,270000.0,270000.0,True,True,True,False,False,False,False,False,False,False,False,,8.0
27945,Belgrano,,560.0,7.0,2250000.0,2250000.0,True,True,False,True,False,False,True,False,False,True,True,,100.0
27957,Villa Crespo,,39.0,1.0,79999.0,79999.0,True,False,True,False,True,False,False,True,False,False,False,,11.0
27959,San Nicolas,,78.0,2.0,163000.0,163000.0,False,False,False,False,False,False,False,False,False,False,True,,2.0
27960,Retiro,,,4.0,480000.0,480000.0,True,False,False,False,False,False,True,False,False,True,False,,100.0
27961,Belgrano,,,1.0,119000.0,119000.0,True,False,True,True,True,False,True,True,False,False,False,,3.0
27964,Villa Luro,,,4.0,188000.0,188000.0,True,False,False,False,True,False,False,False,True,False,True,,1.0
27975,Palermo,,52.0,1.0,163500.0,163500.0,True,False,True,True,True,False,True,True,False,False,False,,4.0
27979,Palermo,,66.0,4.0,145000.0,145000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
27983,Almagro,,57.0,3.0,178000.0,178000.0,True,True,False,False,False,False,True,False,False,True,True,,12.0
27994,Flores,,83.0,3.0,149000.0,149000.0,True,True,True,False,True,False,False,False,True,True,True,,100.0
27998,Palermo,,,4.0,496000.0,496000.0,True,True,False,False,False,False,True,False,False,True,True,,1.0
28000,Villa Urquiza,,,3.0,175000.0,175000.0,True,False,False,False,False,False,True,False,False,False,True,,2.0
28001,Parque Patricios,,,1.0,57000.0,57000.0,True,False,False,False,False,False,True,False,False,False,False,,14.0
28013,Recoleta,2634.1463414634145,205.0,6.0,540000.0,540000.0,False,True,False,False,False,False,False,False,False,False,False,,100.0
28021,Once,1964.2857142857144,28.0,1.0,55000.0,55000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
28023,Belgrano,2598.684210526316,152.0,4.0,395000.0,395000.0,True,False,False,False,False,False,True,False,False,True,False,,100.0
28028,Recoleta,2727.2727272727275,165.0,4.0,450000.0,450000.0,True,False,False,False,False,False,True,False,False,True,False,,100.0
28031,Retiro,3016.1290322580644,62.0,3.0,187000.0,187000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
28033,Caballito,1163.6363636363635,110.0,3.0,128000.0,128000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28034,Caballito,1163.6363636363635,110.0,3.0,128000.0,128000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28056,Saavedra,,,2.0,119000.0,119000.0,True,True,True,False,True,False,False,True,False,True,True,,100.0
28061,Almagro,,37.0,1.0,77630.0,77630.0,True,True,True,False,False,False,False,False,False,False,False,,6.0
28062,Almagro,,37.0,1.0,77663.0,77663.0,True,True,True,False,False,False,False,False,False,False,False,,4.0
28066,Nunez,,,3.0,220000.0,220000.0,True,False,False,False,False,False,False,False,False,False,True,,2.0
28067,Balvanera,,39.0,,80000.0,80000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
28068,Villa Crespo,,,3.0,190000.0,190000.0,True,True,False,False,False,False,True,False,False,False,False,,100.0
28069,Nunez,,,3.0,220000.0,220000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
28070,Palermo,,,2.0,179924.28312059803,178047.39,True,True,True,True,True,True,True,False,False,False,False,,100.0
28071,Palermo,,,2.0,200013.65949905736,197927.2,True,True,True,True,True,True,True,False,False,False,False,,100.0
28072,Palermo,,,2.0,187705.7447990123,185747.67,True,True,True,True,True,True,True,False,False,False,False,,100.0
28073,Palermo,,,2.0,154540.112307731,152928.01,True,True,True,True,True,True,True,False,False,False,False,,100.0
28074,Palermo,,,2.0,180385.2766332872,178503.57,True,True,True,True,True,True,True,False,False,False,False,,100.0
28079,San Telmo,,12.0,2.0,180000.0,180000.0,True,True,True,True,True,True,True,False,True,False,False,,22.0
28081,Barrio Norte,,,1.0,125000.0,125000.0,False,False,False,False,False,False,False,False,False,False,False,,10.0
28082,Nunez,,,4.0,265000.0,265000.0,True,False,False,False,False,False,True,False,False,True,False,,2.0
28083,Almagro,,,3.0,99900.0,99900.0,True,True,False,False,True,False,False,False,False,True,True,,100.0
28084,Constitucion,,,2.0,74900.0,74900.0,True,False,False,False,False,False,True,False,False,False,False,,4.0
28085,Parque Patricios,,,4.0,169900.0,169900.0,True,True,False,False,False,False,True,False,False,False,False,,100.0
28089,Balvanera,,47.0,3.0,120000.0,120000.0,True,False,False,False,False,False,True,True,False,False,True,,7.0
28090,Flores,,200.0,3.0,155000.0,155000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28092,Boedo,,6.0,1.0,69900.0,69900.0,False,False,False,False,False,False,False,False,False,False,False,,1.0
28093,Boedo,,,1.0,69900.0,69900.0,False,False,False,False,False,False,False,False,False,False,False,,1.0
28094,Boedo,,5.0,1.0,69900.0,69900.0,False,False,False,False,False,False,False,False,False,False,False,,1.0
28096,Balvanera,,,2.0,72000.0,72000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
28097,Recoleta,,54.0,2.0,96000.0,96000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
28098,Balvanera,,,1.0,89000.0,89000.0,True,False,True,True,True,False,False,False,False,False,False,,100.0
28099,Palermo,,64.0,1.0,158000.0,158000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28102,Nunez,,,4.0,298000.0,298000.0,True,True,False,False,False,False,False,False,True,False,True,,100.0
28110,Mataderos,,45.0,2.0,105000.0,105000.0,True,False,False,False,True,False,False,False,False,False,True,,100.0
28111,Mataderos,,45.0,2.0,107000.0,107000.0,True,False,False,False,True,False,False,False,False,False,True,,100.0
28112,Mataderos,,45.0,2.0,107000.0,107000.0,True,False,False,False,True,False,False,False,False,False,True,,100.0
28115,Palermo,,25.0,4.0,295000.0,295000.0,True,False,False,False,False,False,True,False,False,True,True,,8.0
28134,Recoleta,3411.214953271028,107.0,4.0,365000.0,365000.0,True,True,True,False,False,False,False,False,False,True,False,,100.0
28135,Villa Crespo,1596.273291925466,161.0,3.0,257000.0,257000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
28136,Almagro,1988.304093567252,171.0,4.0,340000.0,340000.0,False,True,False,False,False,False,False,False,False,False,True,,100.0
28137,Parque Chacabuco,1163.6363636363635,110.0,3.0,128000.0,128000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28139,Recoleta,2927.927927927928,111.0,3.0,325000.0,325000.0,True,False,False,False,False,False,True,False,False,True,True,,100.0
28140,Boca,1460.0,65.0,3.0,94900.0,94900.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
28142,Belgrano,1665.686274509804,102.0,3.0,169900.0,169900.0,True,False,False,False,True,False,True,False,False,False,True,,100.0
28143,San Cristobal,2072.222222222222,36.0,1.0,74600.0,74600.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
28144,San Cristobal,2091.6666666666665,36.0,1.0,75300.0,75300.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
28145,San Cristobal,2047.5,40.0,1.0,81900.0,81900.0,True,True,True,False,True,False,False,True,False,False,False,,100.0
28146,Palermo,2685.1851851851848,54.0,2.0,145000.0,145000.0,True,False,False,False,False,True,False,False,False,False,True,,100.0
28147,Villa del Parque,2215.277777777778,72.0,3.0,159500.0,159500.0,True,False,False,False,False,False,True,False,False,True,False,,100.0
28148,Belgrano,3351.351351351351,37.0,1.0,124000.0,124000.0,False,True,False,False,False,False,False,False,False,False,False,,100.0
28149,Barrio Norte,2155.172413793104,58.0,3.0,125000.0,125000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
28163,Palermo,5428.571428571428,35.0,,190000.0,190000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
28165,Almagro,2317.0731707317077,41.0,2.0,95000.0,95000.0,False,False,False,False,False,False,False,False,False,False,True,,100.0
28168,Constitucion,535.3440909090909,44.0,2.0,23803.451601849883,23555.14,False,False,False,False,False,False,False,False,False,False,False,,100.0
28177,Palermo,1500.0,230.0,4.0,345000.0,345000.0,True,False,False,False,True,False,False,False,False,True,True,,100.0
28178,Villa Crespo,1500.0,230.0,4.0,345000.0,345000.0,True,False,False,False,True,False,False,False,False,True,True,,100.0
28179,Flores,2687.074829931973,147.0,4.0,395000.0,395000.0,True,True,True,True,True,False,False,True,False,True,True,,100.0
28180,Flores,2857.142857142857,140.0,4.0,400000.0,400000.0,True,True,True,True,True,True,True,True,False,True,True,,100.0
28192,Coghlan,2161.818181818182,55.0,2.0,118900.0,118900.0,False,False,False,False,False,False,False,False,False,False,True,1600.0,100.0
28198,Saavedra,2272.7272727272725,110.0,4.0,250000.0,250000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28199,Coghlan,2272.7272727272725,110.0,4.0,250000.0,250000.0,True,False,False,False,False,False,True,False,False,False,True,,100.0
28201,Floresta,2141.269841269841,63.0,3.0,134900.0,134900.0,False,False,False,False,False,False,False,False,False,False,False,1900.0,100.0
28202,Barrio Norte,3000.0,65.0,3.0,195000.0,195000.0,False,False,False,False,False,False,False,False,False,False,False,3500.0,100.0
28207,Villa Devoto,2243.589743589744,156.0,4.0,350000.0,350000.0,True,True,False,False,True,False,True,False,True,False,True,,100.0
28208,Centro / Microcentro,2142.8571428571427,35.0,2.0,75000.0,75000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
28213,Liniers,,,2.0,,,True,True,True,False,True,False,False,False,False,False,False,,100.0
28216,Villa Urquiza,2514.19512195122,41.0,1.0,103082.0,103082.0,False,True,False,False,False,False,False,False,False,False,False,,100.0
28225,Parque Patricios,,,2.0,95000.0,95000.0,True,True,False,True,True,True,True,False,False,False,False,,100.0
28226,Parque Patricios,775.8620689655173,232.0,6.0,180000.0,180000.0,True,True,False,False,True,False,False,False,False,False,True,,100.0
28265,Floresta,,,5.0,230000.0,230000.0,True,False,False,False,False,False,False,False,False,False,True,,100.0
28275,,,156.0,,570000.0,570000.0,True,True,True,True,True,True,True,False,False,True,True,,3.0
28365,,769.8476343223738,1247.0,,960000.0,960000.0,True,False,False,True,False,False,True,False,False,False,False,,100.0
28367,,3083.333333333333,60.0,3.0,185000.0,185000.0,True,False,False,False,False,False,True,False,False,False,False,,1.0
28368,,877.7429467084639,957.0,,840000.0,840000.0,True,False,False,True,False,True,False,False,True,False,True,,100.0
28371,,1057.142857142857,350.0,,370000.0,370000.0,True,False,False,True,True,False,False,False,False,False,False,,100.0
28375,,1627.2727272727273,110.0,,179000.0,179000.0,True,True,True,True,True,False,True,True,False,True,False,,100.0
28376,,1101.851851851852,216.0,,238000.0,238000.0,True,True,False,False,True,False,True,False,False,False,True,,100.0
28377,,695.6521739130435,690.0,,480000.0,480000.0,True,True,False,True,False,False,False,False,True,False,False,,100.0
28397,,1362.0689655172416,290.0,,395000.0,395000.0,True,True,False,False,True,False,True,False,False,False,True,,100.0
28398,,834.9705304518664,1018.0,,850000.0,850000.0,True,True,False,True,True,False,True,False,True,False,False,,100.0
28403,Retiro,,144.0,,490000.0,490000.0,False,False,False,False,False,False,False,False,False,False,False,,1.0
28408,Palermo,3030.3030303030305,99.0,,300000.0,300000.0,True,False,False,False,False,False,True,False,False,True,False,,1.0
28424,Villa Pueyrredon,,123.0,2.0,174000.0,174000.0,True,True,False,False,True,False,False,False,False,True,True,,100.0
28425,Belgrano,,,5.0,305000.0,305000.0,True,True,False,False,False,False,True,False,False,True,False,,100.0
28427,Caballito,,76.0,5.0,450000.0,450000.0,True,True,False,False,False,False,True,False,False,True,True,,100.0
28433,Villa Lugano,1200.0,50.0,3.0,60000.0,60000.0,True,False,False,False,False,False,True,False,False,False,False,,100.0
28436,Palermo,1842.1052631578948,190.0,,350000.0,350000.0,True,False,False,True,False,False,True,False,True,False,True,,100.0
28440,Barrio Norte,4375.0,32.0,,140000.0,140000.0,False,False,False,False,False,False,False,False,False,False,False,,100.0
